,label,score
75,disgust,0.5875935554504395
76,fear,0.8041036128997803
77,neutral,0.3313773572444916
78,fear,0.7876327633857727
79,anger,0.35372158885002136
80,neutral,0.8029413223266602
81,fear,0.7854044437408447
82,anger,0.33737167716026306
83,fear,0.6537642478942871
84,disgust,0.4522055685520172
85,fear,0.533321738243103
86,joy,0.8684207201004028
87,disgust,0.7061076760292053
88,anger,0.7831893563270569
89,neutral,0.5536550879478455
90,neutral,0.7427613735198975
91,neutral,0.8836342096328735
92,surprise,0.39878326654434204
93,neutral,0.29539674520492554
94,neutral,0.6027326583862305
95,neutral,0.22608770430088043
96,neutral,0.9046909809112549
97,fear,0.6982757449150085
98,neutral,0.875505805015564
99,disgust,0.3929513394832611
100,sadness,0.4484769105911255
101,neutral,0.8039992451667786
102,neutral,0.7415691614151001
103,fear,0.9200823307037354
104,sadness,0.5195220708847046
105,joy,0.5748298168182373
106,neutral,0.462283730506897
107,neutral,0.8014587163925171
108,anger,0.5229820013046265
109,anger,0.9751800298690796
110,anger,0.8703266978263855
111,fear,0.5328227877616882
112,sadness,0.43072330951690674
113,fear,0.9622524380683899
114,anger,0.42620882391929626
115,fear,0.47187209129333496
116,anger,0.7750908136367798
117,surprise,0.7789846062660217
118,disgust,0.867344856262207
119,neutral,0.897490918636322
120,neutral,0.4319121837615967
121,neutral,0.7270615100860596
122,neutral,0.6599836945533752
123,neutral,0.49543312191963196
124,anger,0.3565928339958191
125,neutral,0.4108707010746002
126,disgust,0.8552519679069519
127,fear,0.6037157773971558
128,neutral,0.42508500814437866
129,neutral,0.5734447836875916
130,neutral,0.6742351651191711
131,surprise,0.5087414383888245
132,neutral,0.46813178062438965
133,neutral,0.6938475370407104
134,anger,0.858680784702301
135,neutral,0.8854595422744751
136,sadness,0.800327718257904
137,fear,0.3113880455493927
138,neutral,0.9335364103317261
139,anger,0.6113125681877136
140,neutral,0.6965940594673157
141,disgust,0.6116743683815002
142,neutral,0.8783994913101196
143,joy,0.5940938591957092
144,neutral,0.6043645739555359
145,surprise,0.646997332572937
146,fear,0.6281799077987671
147,neutral,0.8743593692779541
148,joy,0.7360581755638123
149,surprise,0.38455846905708313
150,anger,0.9535772800445557
151,neutral,0.7005714774131775
152,neutral,0.8310708999633789
153,fear,0.42193037271499634
154,neutral,0.7039852142333984
155,neutral,0.8440372943878174
156,neutral,0.794118344783783
157,neutral,0.4039756655693054
158,sadness,0.5169217586517334
159,fear,0.46543455123901367
160,anger,0.668533444404602
161,anger,0.4147731065750122
162,neutral,0.6626273989677429
163,neutral,0.9321385025978088
164,neutral,0.8224219083786011
165,anger,0.9639392495155334
166,neutral,0.7843573689460754
167,anger,0.8539381623268127
168,disgust,0.5146815776824951
169,neutral,0.6533499360084534
170,anger,0.9419082999229431
171,neutral,0.5783248543739319
172,neutral,0.5179030895233154
173,neutral,0.4123968183994293
174,fear,0.9744925498962402
175,neutral,0.7544549703598022
176,neutral,0.8621878027915955
177,disgust,0.36632445454597473
178,neutral,0.6050211787223816
179,neutral,0.7943134903907776
180,disgust,0.7899128794670105
181,neutral,0.6921232342720032
182,neutral,0.8954486846923828
183,anger,0.3854197859764099
184,disgust,0.3196401298046112
185,sadness,0.5891132950782776
186,surprise,0.5719344615936279
187,neutral,0.4416089355945587
188,surprise,0.49565595388412476
189,neutral,0.7849581241607666
190,neutral,0.864956796169281
191,fear,0.4803966283798218
192,fear,0.6850008964538574
193,neutral,0.8673654794692993
194,surprise,0.7567832469940186
195,neutral,0.7676336169242859
196,neutral,0.6224716305732727
197,sadness,0.4145863354206085
198,neutral,0.5949654579162598
199,neutral,0.727730929851532
200,sadness,0.5013728737831116
201,sadness,0.4063306152820587
202,neutral,0.46457186341285706
203,surprise,0.5280468463897705
204,fear,0.49406248331069946
205,disgust,0.46210893988609314
206,neutral,0.8515715003013611
207,sadness,0.9801536798477173
208,fear,0.586174488067627
209,neutral,0.799095869064331
210,neutral,0.9207169413566589
211,fear,0.8344773054122925
212,disgust,0.49382102489471436
213,fear,0.6686629056930542
214,neutral,0.6417505741119385
215,neutral,0.556868314743042
216,disgust,0.5776585340499878
217,fear,0.614230751991272
218,joy,0.6908811330795288
219,fear,0.5756489038467407
220,sadness,0.8162452578544617
221,anger,0.6172642111778259
222,fear,0.7157659530639648
223,anger,0.7448086738586426
224,surprise,0.4477960467338562
225,neutral,0.4281060993671417
226,disgust,0.5492819547653198
227,neutral,0.7247634530067444
228,fear,0.8324406147003174
229,fear,0.5384185314178467
230,fear,0.5249589085578918
231,neutral,0.6244915723800659
232,neutral,0.9009381532669067
233,neutral,0.6382068395614624
234,fear,0.7786710262298584
235,anger,0.5107982158660889
236,sadness,0.35242345929145813
237,disgust,0.42242467403411865
238,neutral,0.40306293964385986
239,neutral,0.6041547656059265
240,joy,0.4196057915687561
241,disgust,0.9009204506874084
242,anger,0.42485326528549194
243,neutral,0.30770179629325867
244,fear,0.9528041481971741
245,anger,0.5369563102722168
246,anger,0.6551772356033325
247,neutral,0.3920258581638336
248,disgust,0.5478938221931458
249,fear,0.37516412138938904
250,disgust,0.48996737599372864
251,neutral,0.45985931158065796
252,surprise,0.7507966756820679
253,neutral,0.8272022008895874
254,disgust,0.5754356980323792
255,anger,0.5442564487457275
256,disgust,0.35368674993515015
257,neutral,0.9233630299568176
258,neutral,0.5685605406761169
259,surprise,0.6323808431625366
260,neutral,0.7976669073104858
261,fear,0.44593045115470886
262,neutral,0.7043402791023254
263,neutral,0.5099493265151978
264,anger,0.3440535366535187
265,anger,0.5313377380371094
266,fear,0.3847770392894745
267,neutral,0.5755309462547302
268,anger,0.5962319374084473
269,joy,0.9317935109138489
270,anger,0.43231600522994995
271,anger,0.4313817322254181
272,anger,0.8893231153488159
273,neutral,0.6058643460273743
274,neutral,0.6533517241477966
275,disgust,0.5783966183662415
276,neutral,0.6403539776802063
277,anger,0.4342350661754608
278,neutral,0.8129547238349915
279,neutral,0.7048165202140808
280,neutral,0.8589752316474915
281,neutral,0.6219490170478821
282,disgust,0.7615765929222107
283,neutral,0.4868682324886322
284,neutral,0.6866769790649414
285,fear,0.6677653193473816
286,neutral,0.8449286818504333
287,anger,0.7539812922477722
288,sadness,0.8362294435501099
289,disgust,0.4763699471950531
290,neutral,0.4813923239707947
291,neutral,0.8415983319282532
292,surprise,0.667913019657135
293,fear,0.7166965007781982
294,neutral,0.673384964466095
295,sadness,0.7161523103713989
296,fear,0.7687668800354004
297,neutral,0.9097077250480652
298,surprise,0.7657412886619568
299,neutral,0.45705148577690125
300,neutral,0.3380112051963806
301,neutral,0.8229413032531738
302,neutral,0.7053620219230652
303,disgust,0.5911889672279358
304,neutral,0.8640103936195374
305,fear,0.94776850938797
306,neutral,0.30776798725128174
307,fear,0.7944326996803284
308,fear,0.5944845676422119
309,fear,0.5272126197814941
310,neutral,0.4092549681663513
311,neutral,0.6790705919265747
312,fear,0.5386524796485901
313,joy,0.4093821942806244
314,neutral,0.46442073583602905
315,fear,0.31593793630599976
316,neutral,0.4923900365829468
317,neutral,0.654718279838562
318,neutral,0.8151823878288269
319,disgust,0.4868718385696411
320,neutral,0.8743562698364258
321,neutral,0.4976012110710144
322,neutral,0.5184246897697449
323,disgust,0.5013753771781921
324,sadness,0.9173188209533691
325,fear,0.7065742015838623
326,joy,0.6880093812942505
327,joy,0.5226697325706482
328,anger,0.6580759286880493
329,neutral,0.7809062600135803
330,anger,0.6100045442581177
331,neutral,0.9036878347396851
332,neutral,0.6246459484100342
333,neutral,0.9381530284881592
334,sadness,0.2837572693824768
335,fear,0.6124950051307678
336,anger,0.7916758060455322
337,fear,0.41444891691207886
338,anger,0.5658247470855713
339,anger,0.34454330801963806
340,fear,0.7292832136154175
341,disgust,0.8442459106445312
342,neutral,0.8882197141647339
343,sadness,0.6856412887573242
344,neutral,0.6212097406387329
345,fear,0.32331961393356323
346,disgust,0.36578744649887085
347,fear,0.8865485191345215
348,surprise,0.6020963788032532
349,neutral,0.5046508312225342
350,neutral,0.5924872159957886
351,sadness,0.401307076215744
352,fear,0.8843480348587036
353,neutral,0.5267438888549805
354,fear,0.9862729907035828
355,neutral,0.5441206693649292
356,fear,0.659000039100647
357,neutral,0.7805512547492981
358,disgust,0.37911099195480347
359,anger,0.35161399841308594
360,anger,0.5038759708404541
361,neutral,0.8742586374282837
362,sadness,0.619708240032196
363,neutral,0.7022560238838196
364,anger,0.3725230395793915
365,neutral,0.5664525032043457
366,fear,0.7349862456321716
367,fear,0.6667283773422241
368,fear,0.6865577697753906
369,disgust,0.3941158652305603
370,fear,0.9305092692375183
371,neutral,0.814203143119812
372,fear,0.4214323163032532
373,neutral,0.6307399868965149
374,anger,0.45561280846595764
375,neutral,0.8784060478210449
376,neutral,0.8414844870567322
377,fear,0.45750775933265686
378,neutral,0.6172688007354736
379,neutral,0.43383485078811646
380,neutral,0.8437560200691223
381,anger,0.2912464439868927
382,fear,0.9274648427963257
383,neutral,0.7638384699821472
384,anger,0.5403020977973938
385,sadness,0.5751417279243469
386,surprise,0.5842393040657043
387,neutral,0.7279462218284607
388,sadness,0.4017118215560913
389,neutral,0.7368348836898804
390,neutral,0.44140151143074036
391,joy,0.5724690556526184
392,fear,0.7540324330329895
393,neutral,0.8104990124702454
394,surprise,0.8665131330490112
395,neutral,0.80439692735672
396,neutral,0.868719756603241
397,disgust,0.485138475894928
398,surprise,0.5899505615234375
399,neutral,0.6845372915267944
400,neutral,0.630523145198822
401,anger,0.7773339748382568
402,neutral,0.43587225675582886
403,neutral,0.8737934827804565
404,neutral,0.7552458643913269
405,neutral,0.841339647769928
406,fear,0.2543887495994568
407,neutral,0.33142200112342834
408,neutral,0.4886644780635834
409,neutral,0.5987658500671387
410,joy,0.443752646446228
411,neutral,0.6217494606971741
412,disgust,0.6680611371994019
413,neutral,0.519096851348877
414,neutral,0.6428186893463135
415,fear,0.3604497015476227
416,neutral,0.749032735824585
417,fear,0.4659401774406433
418,neutral,0.7804917693138123
419,anger,0.930260181427002
420,fear,0.4940766990184784
421,fear,0.44721144437789917
422,neutral,0.7860716581344604
423,neutral,0.6428186893463135
424,neutral,0.8676143884658813
425,fear,0.5169486403465271
426,disgust,0.7816643118858337
427,neutral,0.786188006401062
428,neutral,0.6059908866882324
429,neutral,0.541713297367096
430,fear,0.5828367471694946
431,disgust,0.442514568567276
432,neutral,0.7203980684280396
433,neutral,0.8320701718330383
434,sadness,0.33236661553382874
435,sadness,0.5459131598472595
436,neutral,0.7516293525695801
437,neutral,0.6386548280715942
438,anger,0.9352933764457703
439,neutral,0.6196151375770569
440,neutral,0.5361059308052063
441,joy,0.7167367339134216
442,neutral,0.4209272563457489
443,fear,0.9130597710609436
444,neutral,0.5048385262489319
445,fear,0.9929541945457458
446,fear,0.5132337212562561
447,anger,0.5892601609230042
448,neutral,0.4515823423862457
449,anger,0.9033103585243225
450,neutral,0.5248172283172607
451,neutral,0.7140927314758301
452,fear,0.4920671284198761
453,fear,0.9888811707496643
454,disgust,0.4261668622493744
455,neutral,0.34853413701057434
456,neutral,0.36965659260749817
457,neutral,0.8455197811126709
458,fear,0.970657229423523
459,anger,0.5979344844818115
460,sadness,0.791193962097168
461,neutral,0.33184579014778137
462,fear,0.6748618483543396
463,neutral,0.7489320635795593
464,anger,0.7410926222801208
465,neutral,0.5229524374008179
466,anger,0.43494749069213867
467,neutral,0.4959103465080261
468,neutral,0.5585247278213501
469,neutral,0.6604718565940857
470,fear,0.43111947178840637
471,anger,0.5224442481994629
472,neutral,0.6081247925758362
473,neutral,0.47263064980506897
474,sadness,0.34483155608177185
475,fear,0.40399718284606934
476,anger,0.572615385055542
477,neutral,0.8065060973167419
478,neutral,0.43878963589668274
479,neutral,0.8726783990859985
480,sadness,0.45820164680480957
481,neutral,0.617114245891571
482,neutral,0.8865085244178772
483,neutral,0.6221438646316528
484,fear,0.8265160918235779
485,fear,0.5416326522827148
486,neutral,0.5009954571723938
487,disgust,0.6267489790916443
488,neutral,0.875361979007721
489,fear,0.9509404301643372
490,neutral,0.7963545918464661
491,sadness,0.9518733024597168
492,sadness,0.43934646248817444
493,neutral,0.7808049917221069
494,anger,0.6638728976249695
495,neutral,0.5349645614624023
496,neutral,0.7258626818656921
497,fear,0.7048099040985107
498,fear,0.5072056651115417
499,neutral,0.4788132607936859
500,fear,0.3926972448825836
501,neutral,0.7918897271156311
502,sadness,0.7567646503448486
503,anger,0.4371701180934906
504,anger,0.616847038269043
505,sadness,0.6054080724716187
506,neutral,0.5279813408851624
507,neutral,0.9314876794815063
508,disgust,0.5491063594818115
509,neutral,0.47658035159111023
510,neutral,0.5508000254631042
511,fear,0.7527541518211365
512,neutral,0.894416868686676
513,neutral,0.61503005027771
514,neutral,0.39522218704223633
515,neutral,0.7552139759063721
516,neutral,0.7189558148384094
517,sadness,0.5955087542533875
518,sadness,0.5152111053466797
519,fear,0.9164908528327942
520,surprise,0.5937235951423645
521,surprise,0.5292519330978394
522,anger,0.5967171788215637
523,neutral,0.8634893298149109
524,neutral,0.7550076246261597
525,neutral,0.7629189491271973
526,anger,0.7001115679740906
527,anger,0.4694097638130188
528,neutral,0.8071381449699402
529,sadness,0.8429608941078186
530,fear,0.8510074615478516
531,neutral,0.5295685529708862
532,anger,0.5413321256637573
533,neutral,0.9020357728004456
534,neutral,0.756675660610199
535,neutral,0.3240342438220978
536,neutral,0.7284659147262573
537,fear,0.9503581523895264
538,neutral,0.8885599970817566
539,disgust,0.28055790066719055
540,fear,0.6607465744018555
541,neutral,0.46222928166389465
542,neutral,0.3900966942310333
543,anger,0.4261457324028015
544,anger,0.8875153660774231
545,anger,0.7408109903335571
546,joy,0.6491184830665588
547,neutral,0.33160752058029175
548,surprise,0.8221018314361572
549,neutral,0.8557524085044861
550,sadness,0.472825825214386
551,anger,0.5257962346076965
552,neutral,0.7176970839500427
553,neutral,0.5109149813652039
554,disgust,0.6249887943267822
555,neutral,0.45778754353523254
556,neutral,0.773867666721344
557,joy,0.6312997937202454
558,fear,0.490275114774704
559,fear,0.8265013098716736
560,anger,0.7444160580635071
561,sadness,0.6236009001731873
562,neutral,0.7721747159957886
563,anger,0.41592785716056824
564,anger,0.6295325756072998
565,neutral,0.7564059495925903
566,anger,0.39057058095932007
567,neutral,0.9343503713607788
568,disgust,0.6856502890586853
569,neutral,0.5557336807250977
570,neutral,0.8273056745529175
571,neutral,0.46197348833084106
572,neutral,0.7234959602355957
573,disgust,0.7822512984275818
574,joy,0.6570984721183777
575,neutral,0.8292312026023865
576,neutral,0.4159869849681854
577,anger,0.9889149069786072
578,neutral,0.7051663994789124
579,anger,0.49898985028266907
580,sadness,0.9701483845710754
581,fear,0.8852859139442444
582,neutral,0.876272439956665
583,fear,0.33682361245155334
584,neutral,0.6332727074623108
585,surprise,0.7113777995109558
586,neutral,0.7366746068000793
587,fear,0.49465110898017883
588,neutral,0.7680953145027161
589,neutral,0.8081513047218323
590,neutral,0.5927786827087402
591,joy,0.8661140203475952
592,anger,0.8776675462722778
593,neutral,0.9064769148826599
594,sadness,0.2541779577732086
595,disgust,0.5648278594017029
596,disgust,0.5260493755340576
597,neutral,0.34267115592956543
598,fear,0.9130454659461975
599,neutral,0.8643664121627808
600,neutral,0.8456687927246094
601,neutral,0.488607794046402
602,anger,0.5013270378112793
603,fear,0.8983490467071533
604,neutral,0.8373489379882812
605,surprise,0.6146784424781799
606,fear,0.8407106399536133
607,neutral,0.41082918643951416
608,neutral,0.45149192214012146
609,fear,0.7591842412948608
610,sadness,0.3033798933029175
611,anger,0.436333030462265
612,neutral,0.5784945487976074
613,disgust,0.6047899127006531
614,neutral,0.6279499530792236
615,neutral,0.5964359641075134
616,sadness,0.8037107586860657
617,sadness,0.39342206716537476
618,anger,0.5742787718772888
619,neutral,0.6718207597732544
620,disgust,0.4779418110847473
621,neutral,0.6807239055633545
622,neutral,0.6871646046638489
623,neutral,0.905078113079071
624,anger,0.8580631613731384
625,disgust,0.7394364476203918
626,neutral,0.7743262052536011
627,surprise,0.7068713903427124
628,disgust,0.8089817762374878
629,fear,0.512036919593811
630,neutral,0.7583990693092346
631,disgust,0.67851322889328
632,neutral,0.5989225506782532
633,joy,0.3958490788936615
634,neutral,0.5576074123382568
635,neutral,0.9306827187538147
636,joy,0.8891524076461792
637,anger,0.7337128520011902
638,anger,0.6000791788101196
639,neutral,0.66733318567276
640,anger,0.7101656198501587
641,anger,0.6093214154243469
642,fear,0.45841097831726074
643,anger,0.42474365234375
644,anger,0.32065126299858093
645,disgust,0.7831164598464966
646,surprise,0.6235211491584778
647,neutral,0.6078138947486877
648,anger,0.5378077626228333
649,neutral,0.9058430194854736
650,disgust,0.8618662357330322
651,joy,0.6599419713020325
652,neutral,0.7435999512672424
653,neutral,0.7351688146591187
654,fear,0.6653046607971191
655,anger,0.4623784124851227
656,surprise,0.3978523313999176
657,neutral,0.9101120233535767
658,fear,0.5625378489494324
659,neutral,0.4643040895462036
660,joy,0.4411889612674713
661,neutral,0.7811651229858398
662,neutral,0.8617563843727112
663,neutral,0.7959157228469849
664,neutral,0.8551052212715149
665,fear,0.8652019500732422
666,neutral,0.8760381937026978
667,disgust,0.6253546476364136
668,neutral,0.8843027353286743
669,fear,0.7896167635917664
670,neutral,0.5534698963165283
671,neutral,0.6553259491920471
672,fear,0.39922618865966797
673,sadness,0.6998204588890076
674,neutral,0.3854638934135437
675,neutral,0.4031895697116852
676,neutral,0.41661226749420166
677,fear,0.9088215231895447
678,joy,0.6129092574119568
679,fear,0.5150560736656189
680,sadness,0.43868210911750793
681,neutral,0.5229023098945618
682,neutral,0.4184449315071106
683,neutral,0.8172456622123718
684,surprise,0.5567814707756042
685,neutral,0.6887142062187195
686,neutral,0.6584365963935852
687,surprise,0.8900853991508484
688,neutral,0.7036411166191101
689,sadness,0.5794463157653809
690,anger,0.31107163429260254
691,sadness,0.7582604885101318
692,joy,0.3864049017429352
693,neutral,0.6339322924613953
694,disgust,0.5587910413742065
695,anger,0.6438807845115662
696,fear,0.7245466113090515
697,anger,0.415546715259552
698,fear,0.9805379509925842
699,fear,0.8605323433876038
700,neutral,0.8486398458480835
701,neutral,0.6117037534713745
702,neutral,0.8815913796424866
703,fear,0.9735756516456604
704,surprise,0.7904021739959717
705,neutral,0.6242179870605469
706,anger,0.7829666137695312
707,neutral,0.6627184748649597
708,fear,0.8118579983711243
709,neutral,0.48078644275665283
710,fear,0.43834325671195984
711,anger,0.43826234340667725
712,sadness,0.38376283645629883
713,fear,0.7145664691925049
714,neutral,0.42670539021492004
715,neutral,0.8657193183898926
716,disgust,0.6504750847816467
717,fear,0.9826700687408447
718,neutral,0.8600424528121948
719,anger,0.5108579993247986
720,neutral,0.8865582346916199
721,fear,0.6181314587593079
722,sadness,0.8477826118469238
723,anger,0.3267762362957001
724,fear,0.9157401919364929
725,disgust,0.6620461940765381
726,neutral,0.8390532732009888
727,disgust,0.3820974826812744
728,sadness,0.6157110929489136
729,neutral,0.9543416500091553
730,fear,0.9443888068199158
731,neutral,0.9450942873954773
732,neutral,0.8487679362297058
733,anger,0.3568536341190338
734,neutral,0.46461591124534607
735,neutral,0.7940652966499329
736,surprise,0.6528403162956238
737,neutral,0.8245384097099304
738,neutral,0.4923900365829468
739,neutral,0.4385065734386444
740,neutral,0.7958239912986755
741,neutral,0.7393895983695984
742,neutral,0.5708177089691162
743,anger,0.5895506739616394
744,fear,0.4411216378211975
745,neutral,0.7671812176704407
746,anger,0.7072370648384094
747,neutral,0.6379212141036987
748,neutral,0.31975939869880676
749,neutral,0.8650090098381042
750,neutral,0.9427239894866943
751,disgust,0.5823211669921875
752,neutral,0.45985931158065796
753,anger,0.3524817228317261
754,neutral,0.9047365784645081
755,neutral,0.5134022235870361
756,neutral,0.8858439326286316
757,neutral,0.7485029697418213
758,sadness,0.8838557600975037
759,neutral,0.7566430568695068
760,sadness,0.943225085735321
761,neutral,0.5695350170135498
762,disgust,0.7647461891174316
763,neutral,0.6953091025352478
764,neutral,0.7874026894569397
765,sadness,0.8805429935455322
766,fear,0.5995769500732422
767,anger,0.8736736178398132
768,anger,0.3914109468460083
769,fear,0.5148862600326538
770,sadness,0.9137000441551208
771,neutral,0.4928068220615387
772,fear,0.4390861392021179
773,neutral,0.47202450037002563
774,fear,0.4608117640018463
775,anger,0.830073893070221
776,neutral,0.7254730463027954
777,neutral,0.7206134796142578
778,fear,0.5486005544662476
779,fear,0.743804395198822
780,joy,0.7107082009315491
781,disgust,0.4762248992919922
782,neutral,0.47678735852241516
783,neutral,0.5107095837593079
784,neutral,0.5358270406723022
785,fear,0.3462251126766205
786,neutral,0.8467936515808105
787,neutral,0.8188837766647339
788,disgust,0.4945444166660309
789,sadness,0.4005500376224518
790,neutral,0.42969152331352234
791,neutral,0.5006667971611023
792,anger,0.47910022735595703
793,neutral,0.84711754322052
794,neutral,0.43185025453567505
795,neutral,0.6879242658615112
796,disgust,0.8329961895942688
797,fear,0.8977569937705994
798,joy,0.6918946504592896
799,fear,0.45098447799682617
800,neutral,0.6469017267227173
801,sadness,0.4656996726989746
802,fear,0.8982331156730652
803,joy,0.4665999114513397
804,disgust,0.5987688899040222
805,neutral,0.450664222240448
806,neutral,0.8052279353141785
807,neutral,0.5600863099098206
808,fear,0.48975351452827454
809,neutral,0.6049233078956604
810,sadness,0.3783099353313446
811,neutral,0.8589752316474915
812,anger,0.5287489295005798
813,neutral,0.91629558801651
814,fear,0.8644853830337524
815,sadness,0.5502403378486633
816,neutral,0.8105391263961792
817,anger,0.28977933526039124
818,joy,0.6562111377716064
819,fear,0.6129593253135681
820,neutral,0.8941043615341187
821,neutral,0.7674351334571838
822,anger,0.8545390367507935
823,anger,0.4290655255317688
824,neutral,0.4614804983139038
825,anger,0.7938114404678345
826,disgust,0.8559178113937378
827,anger,0.46581411361694336
828,neutral,0.740850567817688
829,fear,0.9789381623268127
830,neutral,0.607975959777832
831,disgust,0.5775059461593628
832,sadness,0.8037568926811218
833,anger,0.8765812516212463
834,fear,0.7366754412651062
835,neutral,0.465239554643631
836,anger,0.3194052577018738
837,neutral,0.7254398465156555
838,fear,0.3536190688610077
839,neutral,0.4285602867603302
840,fear,0.4802287518978119
841,neutral,0.6736034750938416
842,joy,0.6948597431182861
843,anger,0.832065999507904
844,sadness,0.8096356391906738
845,neutral,0.8602362275123596
846,neutral,0.30776798725128174
847,anger,0.2967491149902344
848,neutral,0.8427153825759888
849,neutral,0.5266951322555542
850,surprise,0.3956516981124878
851,neutral,0.6250057220458984
852,fear,0.9462644457817078
853,neutral,0.7331404685974121
854,neutral,0.4269498288631439
855,neutral,0.5350047945976257
856,neutral,0.36433544754981995
857,fear,0.7156314253807068
858,fear,0.5357927680015564
859,neutral,0.653192400932312
860,fear,0.4926370084285736
861,disgust,0.338716059923172
862,sadness,0.7328920960426331
863,neutral,0.6967669129371643
864,neutral,0.7005157470703125
865,fear,0.9478082060813904
866,fear,0.8203452825546265
867,neutral,0.6580024361610413
868,neutral,0.919900119304657
869,neutral,0.7951149344444275
870,neutral,0.854469895362854
871,fear,0.5397256016731262
872,neutral,0.8053033947944641
873,neutral,0.4356805980205536
874,neutral,0.3777381181716919
875,neutral,0.7116518020629883
876,anger,0.6435610055923462
877,neutral,0.7044528126716614
878,fear,0.7399157285690308
879,joy,0.9651790857315063
880,sadness,0.42706647515296936
881,anger,0.7054452896118164
882,fear,0.8004706501960754
883,neutral,0.4298112392425537
884,neutral,0.3096793591976166
885,anger,0.7571407556533813
886,neutral,0.7535398006439209
887,anger,0.714428186416626
888,disgust,0.7614499926567078
889,neutral,0.8767616152763367
890,neutral,0.8259914517402649
891,neutral,0.4742158055305481
892,neutral,0.5654297471046448
893,neutral,0.48641330003738403
894,neutral,0.5205902457237244
895,neutral,0.7785179018974304
896,neutral,0.5944008231163025
897,fear,0.894651472568512
898,fear,0.316161572933197
899,anger,0.5555201768875122
900,fear,0.36582091450691223
901,disgust,0.8577347993850708
902,anger,0.753309428691864
903,neutral,0.8150803446769714
904,neutral,0.9338036179542542
905,anger,0.7873693704605103
906,neutral,0.772578239440918
907,surprise,0.42659232020378113
908,neutral,0.6879929304122925
909,neutral,0.5744392275810242
910,neutral,0.6512954235076904
911,anger,0.43457111716270447
912,neutral,0.7985715866088867
913,fear,0.5878243446350098
914,anger,0.8916805982589722
915,joy,0.5876114964485168
916,neutral,0.8707307577133179
917,surprise,0.5451256036758423
918,neutral,0.9360660314559937
919,anger,0.43728089332580566
920,neutral,0.5616528987884521
921,anger,0.4255477786064148
922,fear,0.38696011900901794
923,neutral,0.5792945027351379
924,fear,0.9724154472351074
925,sadness,0.5831454396247864
926,neutral,0.9155471324920654
927,fear,0.901553750038147
928,fear,0.6389199495315552
929,neutral,0.7354710102081299
930,neutral,0.9414551258087158
931,neutral,0.6055092215538025
932,joy,0.7537274360656738
933,neutral,0.450664222240448
934,surprise,0.526340126991272
935,neutral,0.48433294892311096
936,anger,0.7346780896186829
937,neutral,0.747026264667511
938,neutral,0.5534807443618774
939,neutral,0.6153172850608826
940,disgust,0.7600750923156738
941,sadness,0.9826874136924744
942,fear,0.5755437612533569
943,neutral,0.8928037285804749
944,fear,0.9738866686820984
945,fear,0.5394173860549927
946,anger,0.5638673901557922
947,neutral,0.8462885022163391
948,surprise,0.3237353265285492
949,neutral,0.6586027145385742
950,fear,0.9500516057014465
951,neutral,0.4695360064506531
952,neutral,0.4018125534057617
953,neutral,0.7173300981521606
954,fear,0.8344773054122925
955,anger,0.4450646936893463
956,neutral,0.7301672697067261
957,anger,0.8145755529403687
958,neutral,0.5358861684799194
959,neutral,0.5570409297943115
